Issue_ID,Application_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution,Detected_By
DQ02453,APX1033865,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02454,APX1035222,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02455,APX1036791,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02456,APX1038857,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02457,APX1039487,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02458,APX1040353,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02459,APX1040286,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02460,APX1041156,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02461,APX1041322,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02462,APX1044111,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02463,APX1044522,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02464,APX1045449,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02465,APX1046007,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02466,APX1046594,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02467,APX1048504,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02468,APX1050291,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02469,APX1053683,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02470,APX1054590,Incorrect_Capitalization,Low,RETAIL AFFLUENT,Retail Affluent,Correct: canonical casing,format[Customer_Segment]
DQ02471,APX1055066,Incorrect_Capitalization,Low,STUDENT,Student,Correct: canonical casing,format[Customer_Segment]
DQ02472,APX1056781,Incorrect_Capitalization,Low,RETAIL AFFLUENT,Retail Affluent,Correct: canonical casing,format[Customer_Segment]
DQ02473,APX1058882,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02474,APX1060192,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02475,APX1061307,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02476,APX1063090,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02477,APX1066365,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02478,APX1067167,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02479,APX1068714,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02480,APX1070758,Incorrect_Capitalization,Low,RETAIL AFFLUENT,Retail Affluent,Correct: canonical casing,format[Customer_Segment]
DQ02481,APX1071499,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02482,APX1072063,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02483,APX1072700,Incorrect_Capitalization,Low,STUDENT,Student,Correct: canonical casing,format[Customer_Segment]
DQ02484,APX1074981,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02485,APX1076226,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02486,APX1076396,Incorrect_Capitalization,Low,RETAIL AFFLUENT,Retail Affluent,Correct: canonical casing,format[Customer_Segment]
DQ02487,APX1076594,Incorrect_Capitalization,Low,STUDENT,Student,Correct: canonical casing,format[Customer_Segment]
DQ02488,APX1079233,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02489,APX1084591,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02490,APX1086456,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02491,APX1086978,Incorrect_Capitalization,Low,RETAIL AFFLUENT,Retail Affluent,Correct: canonical casing,format[Customer_Segment]
DQ02492,APX1087812,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02493,APX1088330,Incorrect_Capitalization,Low,PRIVATE BANKING,Private Banking,Correct: canonical casing,format[Customer_Segment]
DQ02494,APX1091792,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02495,APX1092381,Incorrect_Capitalization,Low,SMALL BUSINESS,Small Business,Correct: canonical casing,format[Customer_Segment]
DQ02496,APX1092414,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02497,APX1092794,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02498,APX1093716,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02499,APX1094526,Incorrect_Capitalization,Low,RETAIL MASS MARKET,Retail Mass Market,Correct: canonical casing,format[Customer_Segment]
DQ02500,APX1096558,Incorrect_Capitalization,Low,RETAIL AFFLUENT,Retail Affluent,Correct: canonical casing,format[Customer_Segment]
DQ02501,APX1000383,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02502,APX1001131,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02503,APX1001484,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02504,APX1002369,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02505,APX1003116,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02506,APX1004011,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02507,APX1005260,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02508,APX1009013,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02509,APX1010048,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02510,APX1010832,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02511,APX1011605,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02512,APX1011773,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02513,APX1013421,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02514,APX1015413,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02515,APX1016355,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02516,APX1016481,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02517,APX1017142,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02518,APX1018997,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02519,APX1019977,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02520,APX1020774,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02521,APX1021761,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02522,APX1022136,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02523,APX1022391,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02524,APX1022536,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02525,APX1022564,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02526,APX1025351,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02527,APX1026819,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02528,APX1026950,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02529,APX1027194,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02530,APX1030808,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02531,APX1034154,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02532,APX1034133,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02533,APX1034693,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02534,APX1035989,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02535,APX1036416,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02536,APX1037913,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02537,APX1040308,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02538,APX1041491,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02539,APX1042239,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02540,APX1042524,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02541,APX1043179,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02542,APX1045237,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02543,APX1046070,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02544,APX1046316,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02545,APX1046632,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02546,APX1046759,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02547,APX1048126,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02548,APX1049171,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02549,APX1049823,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02550,APX1050023,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02551,APX1050709,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02552,APX1052224,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02553,APX1053983,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02554,APX1054641,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02555,APX1055090,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02556,APX1056887,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02557,APX1057683,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02558,APX1059337,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02559,APX1059714,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02560,APX1060112,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02561,APX1060340,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02562,APX1060558,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02563,APX1060487,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02564,APX1061918,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02565,APX1062543,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02566,APX1066968,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02567,APX1067319,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02568,APX1069736,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02569,APX1071782,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02570,APX1072437,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02571,APX1073322,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02572,APX1074602,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02573,APX1075373,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02574,APX1075673,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02575,APX1076848,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02576,APX1079907,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02577,APX1081458,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02578,APX1081567,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02579,APX1081579,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02580,APX1081896,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02581,APX1082993,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02582,APX1083572,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02583,APX1085952,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02584,APX1085963,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02585,APX1088391,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02586,APX1088962,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02587,APX1090028,Whitespace_Contamination,Low,'  Call Centre  ',Call Centre,Correct: strip whitespace,format[Channel]
DQ02588,APX1090324,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02589,APX1093546,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02590,APX1094113,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02591,APX1093991,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02592,APX1095096,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02593,APX1095409,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02594,APX1096380,Whitespace_Contamination,Low,'  Broker Referral  ',Broker Referral,Correct: strip whitespace,format[Channel]
DQ02595,APX1098795,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02596,APX1098777,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02597,APX1098978,Whitespace_Contamination,Low,'  Branch  ',Branch,Correct: strip whitespace,format[Channel]
DQ02598,APX1099475,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02599,APX1099994,Whitespace_Contamination,Low,'  Digital App  ',Digital App,Correct: strip whitespace,format[Channel]
DQ02600,APX1001701,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02601,APX1004618,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02602,APX1004877,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02603,APX1005553,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02604,APX1006348,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02605,APX1006830,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02606,APX1007282,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02607,APX1007520,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02608,APX1007570,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02609,APX1007868,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02610,APX1008214,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02611,APX1008360,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02612,APX1008704,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02613,APX1009176,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02614,APX1009210,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02615,APX1012702,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02616,APX1012797,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02617,APX1013859,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02618,APX1015407,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02619,APX1015620,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02620,APX1016886,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02621,APX1017243,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02622,APX1018040,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02623,APX1020984,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02624,APX1021386,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02625,APX1021733,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02626,APX1022082,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02627,APX1022336,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02628,APX1022639,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02629,APX1026332,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02630,APX1026559,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02631,APX1027207,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02632,APX1029568,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02633,APX1029749,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02634,APX1029834,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02635,APX1031040,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02636,APX1032058,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02637,APX1032691,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02638,APX1033139,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02639,APX1033267,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02640,APX1033436,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02641,APX1033522,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02642,APX1034526,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02643,APX1036588,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02644,APX1039421,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02645,APX1040140,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02646,APX1040912,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02647,APX1040966,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02648,APX1041602,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02649,APX1042766,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02650,APX1044010,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02651,APX1044155,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02652,APX1045636,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02653,APX1046294,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02654,APX1046504,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02655,APX1047276,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02656,APX1048869,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02657,APX1049221,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02658,APX1049815,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02659,APX1050609,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02660,APX1051093,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02661,APX1051524,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02662,APX1051527,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02663,APX1052040,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02664,APX1053580,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02665,APX1054498,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02666,APX1055684,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02667,APX1057333,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02668,APX1057721,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02669,APX1058058,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02670,APX1058878,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02671,APX1059445,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02672,APX1059431,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02673,APX1059774,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02674,APX1062557,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02675,APX1063833,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02676,APX1066145,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02677,APX1066901,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02678,APX1068065,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02679,APX1068441,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02680,APX1068725,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02681,APX1068855,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02682,APX1068962,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02683,APX1069329,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02684,APX1070108,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02685,APX1071288,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02686,APX1072088,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02687,APX1073583,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02688,APX1074073,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02689,APX1074606,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
